Price,Area,Bedroom,Bathroom
0.841534612176814,0.4356092311371518,0.6000000000000001,0.5
0.6788990825688074,0.04974291522181036,0.6000000000000001,0.0
0.6246872393661385,0.038742078201602304,0.6000000000000001,0.0
0.49124270225187655,0.001195743154370446,0.6000000000000001,0.5
0.6914095079232694,0.015305512375941646,0.6000000000000001,0.0
0.9040867389491243,0.03969867272509865,0.6000000000000001,0.0
0.5829858215179317,0.0009565945234963624,0.8,0.0
0.8248540450375313,0.005739567140978119,0.8,0.5
0.6371976647206006,0.011718282912830322,0.8,0.0
0.749791492910759,0.009207222288652395,0.6000000000000001,0.0
0.7914929107589659,0.017936147315556622,0.8,0.0
0.6472060050041701,0.0033480808322372407,0.4,0.5
0.683069224353628,0.005978715771852217,0.6000000000000001,0.0
0.737281067556297,0.024393160349157006,0.8,0.0
0.7022518765638032,0.011120411335645106,0.6000000000000001,0.0
0.7564637197664721,0.008131053449719011,0.6000000000000001,0.0
0.4412010008340283,0.005261269879229952,0.4,0.0
0.7414512093411176,0.007294033241659698,0.8,0.0
0.5663052543786489,0.002511060624177927,0.8,0.0
0.3911592994161801,0.025588903503527452,0.4,0.0
0.5454545454545455,0.17529594643070673,0.6000000000000001,0.5
0.25771476230191825,0.02798038981226833,0.2,0.0
0.5246038365304421,0.21810355135716852,0.4,0.0
0.6597164303586323,0.06540715054406314,0.4,0.0
0.25771476230191825,0.15664235322252779,0.4,0.0
0.3494578815679733,0.007533181872533781,0.4,0.0
0.974979149291076,0.02331699151022361,0.6000000000000001,0.0
0.829024186822352,0.005739567140978119,0.4,0.0
0.8665554628857381,0.00908764797321536,0.6000000000000001,0.0
0.9916597164303587,0.009207222288652395,0.8,0.5
0.8498748957464554,0.018653593208178887,0.8,0.5
0.8165137614678899,0.014946789429630514,0.6000000000000001,0.0
0.9666388657214346,0.014229343537008249,0.8,0.5
0.9332777314428691,0.022958268563912476,0.6000000000000001,0.5
0.49124270225187655,0.0028697835704890595,0.6000000000000001,0.5
0.8999165971643036,0.016979552792060273,0.8,1.0
0.7247706422018348,0.013631471959823033,0.8,1.0
0.44537114261884897,0.00023914863087409755,0.6000000000000001,0.0
0.6371976647206006,0.006815735979911516,0.6000000000000001,0.0
0.6413678065054212,0.014229343537008249,0.6000000000000001,0.0
0.8498748957464554,0.027023795288771982,0.8,1.0
0.5412844036697247,0.006935310295348565,0.6000000000000001,0.5
0.6622185154295246,0.019729762047112284,0.6000000000000001,0.0
0.25771476230191825,0.011120411335645106,0.2,0.0
0.5454545454545455,0.05117780700705489,0.4,0.0
0.9833194328607173,0.01745785005380844,0.8,0.5
0.8582151793160968,0.005380844194666987,0.6000000000000001,0.0
0.9958298582151794,0.0132727490135119,0.6000000000000001,0.0
0.2827356130108423,0.047590577543943566,0.4,0.0
0.5371142618849041,0.0035872294631113244,0.4,0.0
0.9040867389491243,0.005619992825541084,0.6000000000000001,0.0
0.9582985821517931,0.0034676551476742895,0.6000000000000001,0.0
0.9958298582151794,0.004304675355733589,1.0,0.5
0.8811509591326105,0.005859141456415168,0.8,0.0
0.9457881567973312,0.00992466818127466,0.6000000000000001,0.5
0.8498748957464554,0.0007174458926222649,0.8,0.5
0.6330275229357798,0.005978715771852217,0.6000000000000001,0.5
0.9399499582985822,0.01195743154370442,0.6000000000000001,0.0
0.9040867389491243,0.010163816812148757,0.6000000000000001,0.0
0.9916597164303587,0.005619992825541084,0.6000000000000001,0.0
0.7748123436196831,0.0013153174698074949,0.8,0.0
0.6663886572143454,0.0015544661006815785,0.6000000000000001,0.0
0.8373644703919934,0.007533181872533781,0.6000000000000001,0.5
0.8081734778982486,0.009446370919526492,0.6000000000000001,0.0
0.9332777314428691,0.008848499342341262,0.6000000000000001,0.0
0.683069224353628,0.015903383953126876,0.6000000000000001,0.0
